,NomeEstacao,Operadora,Responsavel,Municipio-UF,NomeRio,Origem,StatusEstacao,CodEstacao,Bacia,SubBacia,CodRio,Latitude,Longitude,Altitude
2066,AÇUDE TRUVISCO,00058 - DNOCS - Departamento Nacional de Obras Contra as Secas,00058 - DNOCS - Departamento Nacional de Obras Contra as Secas,CACULÉ-BA,RIO DO SALTO,CotaOnline,Manutenção,52230000,5,52,52243000,-14.54694,-42.32000,0.00
2067,AÇUDE TRUVISCO - JUSANTE 1,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,CACULÉ-BA,RIO DO SALTO,Açudes Semiárido,Ativo,52230020,5,52,52243000,-14.54470,-42.31920,0.00
2068,AÇUDE TRUVISCO JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,CACULÉ-BA,RIO DO SALTO,Açudes Semiárido,Ativo,52230100,5,52,52243000,-14.55060,-42.29420,0.00
2069,AÇUDE ARACATU MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,ARACATÚ-BA,RIACHO DO JARDIM,Açudes Semiárido,Ativo,52249800,5,52,52239000,-14.47250,-41.51220,0.00
2070,AÇUDE  ARACATU,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,ARACATÚ-BA,RIACHO DO JARDIM,Açudes Semiárido,Ativo,52255000,5,52,52239000,-14.44940,-41.53000,0.00
2071,AÇUDE ARACATÚ JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,ARACATÚ-BA,RIACHO DO JARDIM,Açudes Semiárido,Ativo,52255100,5,52,52239000,-14.44170,-41.54110,0.00
2072,SANTO ANTÔNIO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TANHAÇU-BA,RIO DE CONTAS,CotaOnline,Ativo,52270000,5,52,52001000,-14.09610,-41.29170,321.00
2073,AÇUDE JACARÉ-IBIASSUCÊ MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,IBIASSUCÊ-BA,RIACHO DAS ANTAS,Açudes Semiárido,Ativo,52270150,5,52,52238000,-14.31750,-42.36030,0.00
2074,AÇUDE JACARÉ-IBIASSUCÊ,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,IBIASSUCÊ-BA,RIACHO DAS ANTAS,Açudes Semiárido,Ativo,52270200,5,52,52238000,-14.30330,-42.32920,0.00
2075,AÇUDE TREMENDAL MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,TREMEDAL-BA,RIBEIRÃO RIACHO DA RESSACA,Açudes Semiárido,Ativo,52290000,5,52,52311050,-15.02190,-41.41690,0.00
2076,AÇUDE TREMEDAL,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,TREMEDAL-BA,RIBEIRÃO RIACHO DA RESSACA,Açudes Semiárido,Ativo,52300000,5,52,52311050,-14.97940,-41.40530,0.00
2077,AÇUDE TREMENDAL,00058 - DNOCS - Departamento Nacional de Obras Contra as Secas,00058 - DNOCS - Departamento Nacional de Obras Contra as Secas,TREMEDAL-BA,RIBEIRÃO RIACHO DA RESSACA,CotaOnline,Ativo,52300000,5,52,52311050,-14.98027,-41.40388,0.00
2078,AÇUDE TREMENDAL JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,TREMEDAL-BA,RIBEIRÃO RIACHO DA RESSACA,Açudes Semiárido,Ativo,52300100,5,52,52311050,-14.96860,-41.40530,0.00
2079,AÇUDE ANAGÉ MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,CARAIBAS-BA,RIO GAVIÃO,Açudes Semiárido,Ativo,52350900,5,52,52311000,-14.77530,-41.32890,0.00
2080,AÇUDE ANAGÉ,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,ANAGÉ-BA,RIO GAVIÃO,Açudes Semiárido,Ativo,52360000,5,52,52311000,-14.62810,-41.19280,0.00
2081,AÇUDE ANAGÉ JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,ANAGÉ-BA,RIO GAVIÃO,Açudes Semiárido,Ativo,52360100,5,52,52311000,-14.62860,-41.18890,0.00
2082,AÇUDE CHAMPRÃO MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,CONDEÚBA-BA,RIO CHAMPR,Açudes Semiárido,Ativo,52364900,5,52,52300000,-14.95750,-42.01440,0.00
2083,AÇUDE CHAMPRÃO,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,CONDEÚBA-BA,RIO CHAMPR,Açudes Semiárido,Ativo,52365000,5,52,52300000,-14.91000,-41.96280,0.00
2084,AÇUDE CHAMPRÃO JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,CONDEÚBA-BA,RIO CHAMPR,Açudes Semiárido,Ativo,52365100,5,52,52300000,-14.90440,-41.96030,0.00
2085,UHE PEDRA RIO GAVIÃO,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,ANAGÉ-BA,RIO GAVIÃO,Setor Elétrico,Ativo,52370010,5,52,52311000,-14.60970,-41.13750,0.00
2086,AÇUDE MORRINHOS MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,POÇÕES-BA,RIO MILAGRES,Açudes Semiárido,Ativo,52370900,5,52,52259000,-14.61860,-40.29360,0.00
2087,AÇUDE MORRINHOS,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,POÇÕES-BA,RIO MILAGRES,Açudes Semiárido,Ativo,52380000,5,52,52259000,-14.57140,-40.30170,0.00
2088,AÇUDE MORRINHOS JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,POÇÕES-BA,RIO MILAGRES,Açudes Semiárido,Ativo,52380100,5,52,52259000,-14.56940,-40.30140,0.00
2089,EXU DO GAVIÃO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TANHAÇU-BA,RIO GAVIÃO,CotaOnline,Ativo,52391000,5,52,52311000,-14.18280,-41.01530,0.00
2090,AREIÃO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MIRANTE-BA,RIO DE CONTAS,CotaOnline,Ativo,52404000,5,52,52001000,-14.03140,-40.98250,272.00
2091,UHE PEDRA MONTANTE 1,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,MANOEL VITORINO-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52405100,5,52,52001000,-13.87810,-40.89690,251.00
2092,UHE PEDRA RESERVATÓRIO,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,JEQUIÉ-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52410100,5,52,52001000,-13.84810,-40.34390,332.00
2093,UHE PEDRA BARRAMENTO,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,JEQUIÉ-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52568080,5,52,52001000,-13.86890,-40.23580,0.00
2094,JEQUIÉ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,JEQUIÉ-BA,RIO DE CONTAS,CotaOnline,Ativo,52570000,5,52,52001000,-13.86470,-40.08080,181.00
2095,UHE PEDRA JUSANTE,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,JEQUIÉ-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52570100,5,52,52001000,-13.86470,-40.08080,0.00
2096,UHE FUNIL MONTANTE 2,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,ITAGIBA-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52680010,5,52,52001000,-14.14440,-39.73170,135.00
2097,UHE FUNIL RESERVATÓRIO 2,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,UBAITABA-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52697060,5,52,52001000,-14.23080,-39.46970,100.00
2098,UHE FUNIL RESERVATÓRIO 1,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,UBAITABA-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52697070,5,52,52001000,-14.22890,-39.46420,100.00
2099,UHE FUNIL BARRAMENTO,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,GONGOGI-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52697080,5,52,52001000,-14.22920,-39.46310,0.00
2100,UHE FUNIL JUSANTE,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,UBAITABA-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52698000,5,52,52001000,-14.23440,-39.45890,0.00
2101,UHE FUNIL RIO GONGOGI,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,GONGOGI-BA,RIO GONGOGI,Setor Elétrico,Ativo,52790020,5,52,52400000,-14.32580,-39.46360,0.00
2102,UHE FUNIL MONTANTE 1,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF,UBATÃ-BA,RIO DE CONTAS,Setor Elétrico,Ativo,52811100,5,52,52001000,-14.20860,-39.54610,0.00
2103,ITAJUÍPE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,ITAJUÍPE-BA,RIO ALMADA,RHN,Ativo,53050000,5,53,53120000,-14.67440,-39.37690,78.00
2104,ITAJÚ DO COLÔNIA,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,ITAJU DO COLÔNIA-BA,RIO COLÔNIA,RHN,Ativo,53130000,5,53,53220000,-15.14440,-39.72250,165.00
2105,ESTIVA DE BAIXO,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,ITAPÉ-BA,RIO COLÔNIA,RHN,Ativo,53140000,5,53,53220000,-14.93390,-39.46750,101.00
2106,FERRADAS,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,ITABUNA-BA,RIO CACHOEIRA,RHN,Manutenção,53170000,5,53,53200000,-14.84390,-39.33110,52.00
2107,FAZENDA VALMONTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,UNA-BA,RIO UNA,RHN,Ativo,53320200,5,53,53300000,-15.28310,-39.11250,0.00
2108,PASSAGEM DAS ÉGUAS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,RIO PARDO DE MINAS-MG,RIO PARDO,CotaOnline,Ativo,53460500,5,53,53400000,-15.66860,-42.45330,0.00
2109,PASSAGEM DAS ÉGUAS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,RIO PARDO DE MINAS-MG,RIO PARDO,RHN,Ativo,53460500,5,53,53400000,-15.66860,-42.45330,0.00
2110,CH MORAIS JUSANTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,RIO PARDO DE MINAS-MG,RIO PARDO,RHN,Ativo,53470000,5,53,53400000,-15.70000,-42.36670,0.00
2111,CH MORAIS JUSANTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,RIO PARDO DE MINAS-MG,RIO PARDO,CotaOnline,Ativo,53470000,5,53,53400000,-15.70000,-42.36670,0.00
2112,PCH MACHADO MINEIRO LAGOA DA PEDRA,00239 - HORIZONTES - Horizontes Energia S.A.,00239 - HORIZONTES - Horizontes Energia S.A.,TAIOBEIRAS-MG,RIO PARDO,Setor Elétrico,Ativo,53493000,5,53,53400000,-15.70750,-42.15940,0.00
2113,PCH MACHADO MINEIRO RIO SÃO JOÃO DO PARAÍSO,00239 - HORIZONTES - Horizontes Energia S.A.,00239 - HORIZONTES - Horizontes Energia S.A.,INDAIABIRA-MG,RIBEIRÃO SÃO JOÃO DO PARAÍSO ,Setor Elétrico,Ativo,53500001,5,53,53493100,-15.55810,-41.97780,0.00
2114,PCH MACHADO MINEIRO RESERVATÓRIO,00239 - HORIZONTES - Horizontes Energia S.A.,00239 - HORIZONTES - Horizontes Energia S.A.,ÁGUAS VERMELHAS-MG,RIO PARDO,Setor Elétrico,Ativo,53510000,5,53,53400000,-15.50640,-41.70470,0.00
2115,PCH MACHADO MINEIRO BARRAMENTO,00239 - HORIZONTES - Horizontes Energia S.A.,00239 - HORIZONTES - Horizontes Energia S.A.,ÁGUAS VERMELHAS-MG,RIO PARDO,Setor Elétrico,Ativo,53510080,5,53,53400000,-15.52250,-41.51110,0.00
2116,PCH MACHADO MINEIRO JUSANTE,00239 - HORIZONTES - Horizontes Energia S.A.,00239 - HORIZONTES - Horizontes Energia S.A.,SÃO JOÃO DO PARAÍSO-MG,RIO PARDO,Setor Elétrico,Ativo,53510100,5,53,53400000,-15.49280,-41.45190,0.00
2117,VEREDA DO PARAÍSO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO JOÃO DO PARAÍSO-MG,RIO PARDO,RHN,Ativo,53540001,5,53,53400000,-15.49360,-41.45030,800.00
2118,VEREDA DO PARAÍSO,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO JOÃO DO PARAÍSO-MG,RIO PARDO,CotaOnline,Ativo,53540001,5,53,53400000,-15.49360,-41.45030,800.00
2119,AÇUDE SAMAMBAIA,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,ÁGUAS VERMELHAS-MG,RIO MOSQUITO,Açudes Semiárido,Ativo,53541000,5,53,53452000,-15.77140,-41.48780,0.00
2120,CÂNDIDO SALES,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CÂNDIDO SALES-BA,RIO PARDO,RHN,Ativo,53620000,5,53,53400000,-15.51330,-41.23670,610.00
2121,CÂNDIDO SALES,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CÂNDIDO SALES-BA,RIO PARDO,CotaOnline,Ativo,53620000,5,53,53400000,-15.51330,-41.23670,610.00
2122,INHOBIM,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VITÓRIA DA CONQUISTA-BA,RIO PARDO,CotaOnline,Ativo,53630000,5,53,53400000,-15.33970,-40.93280,482.00
2123,INHOBIM,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VITÓRIA DA CONQUISTA-BA,RIO PARDO,RHN,Ativo,53630000,5,53,53400000,-15.33970,-40.93280,482.00
2124,ITAMBÉ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAMBÉ-BA,RIO PARDO,CotaOnline,Ativo,53650000,5,53,53400000,-15.24830,-40.63110,342.00
2125,MAIQUINIQUE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,MAIQUINIQUE-BA,RIBEIRÃO DAS PALMEIRAS,Açudes Semiárido,Ativo,53700000,5,53,53480000,-15.61440,-40.25920,0.00
2126,AÇUDE ÁGUA FRIA I MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO ÁGUA FRIA,Açudes Semiárido,Ativo,53700500,5,53,53471550,-14.94750,-40.62080,0.00
2127,AÇUDE ÁGUA FRIA I,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,CÓRREGO ÁGUA FRIA,Açudes Semiárido,Ativo,53701500,5,53,53320400,-14.92470,-40.59280,0.00
2128,AÇUDE CATOLÉ MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIO CATOLE GRANDE,Açudes Semiárido,Ativo,53702000,5,53,53472000,-14.87470,-40.53390,0.00
2129,AÇUDE ÁGUA FRIA II MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO ÁGUA FRIA,Açudes Semiárido,Ativo,53710900,5,53,53471550,-14.93610,-40.56530,0.00
2130,AÇUDE SERRA PRETA MONTANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO SERRA PRETA,Açudes Semiárido,Ativo,53712000,5,53,53430550,-14.80750,-40.50330,0.00
2131,AÇUDE DE SERRA PRETA,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO SERRA PRETA,Açudes Semiárido,Ativo,53713000,5,53,53430550,-14.84360,-40.47530,0.00
2132,AÇUDE SERRA PRETA JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO SERRA PRETA,Açudes Semiárido,Ativo,53713500,5,53,53430550,-14.84500,-40.47470,0.00
2133,AÇUDE ÁGUA FRIA II,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO ÁGUA FRIA,Açudes Semiárido,Ativo,53720000,5,53,53471550,-14.91190,-40.57170,0.00
2134,AÇUDE ÁGUA FRIA II JUSANTE,00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...,00001 - ANA - Agência Nacional de Águas ,BARRA DO CHOCA-BA,RIACHO ÁGUA FRIA,Açudes Semiárido,Ativo,53720100,5,53,53471550,-14.91080,-40.57190,0.00
2135,ITAPETINGA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAPETINGA-BA,RIO CATOLE GRANDE,CotaOnline,Ativo,53780000,5,53,53472000,-15.24140,-40.23330,240.00
2136,ITAPETINGA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAPETINGA-BA,RIO CATOLE GRANDE,RHN,Ativo,53780000,5,53,53472000,-15.24140,-40.23330,240.00
2137,FAZENDA NANCY,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CAMACAN-BA,RIO PARDO,RHN,Ativo,53880000,5,53,53400000,-15.60390,-39.51670,69.00
2138,FAZENDA NANCY,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CAMACAN-BA,RIO PARDO,CotaOnline,Ativo,53880000,5,53,53400000,-15.60390,-39.51670,69.00
2139,MASCOTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MASCOTE-BA,RIO PARDO,CotaOnline,Ativo,53950000,5,53,53400000,-15.56860,-39.30440,4.00
2140,MASCOTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MASCOTE-BA,RIO PARDO,RHN,Ativo,53950000,5,53,53400000,-15.56860,-39.30440,4.00
2141,UHE IRAPÉ MONTANTE,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BOCAIÚVA-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54010020,5,54,54001000,-17.31560,-43.21250,0.00
2142,PCH SANTA MARTA BARRAMENTO,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,GRÃO MOGOL-MG,RIBEIRÃO TICORORO,Setor Elétrico,Ativo,54095080,5,54,54163650,-16.62690,-43.30780,0.00
2143,PCH SANTA MARTA JUSANTE,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,GRÃO MOGOL-MG,RIBEIRÃO TICORORO,Setor Elétrico,Ativo,54095100,5,54,54163650,-16.63080,-43.30110,793.00
2144,FAZENDA JAMBEIRO - GRÃO MOGOL,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,GRÃO MOGOL-MG,RIO ITACAMBIRUCU,RHN,Ativo,54110002,5,54,54160000,-16.59140,-42.91830,750.00
2145,UHE IRAPÉ RIO ITACAMBIRUÇU,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,GRÃO MOGOL-MG,RIO ITACAMBIRUCU,Setor Elétrico,Ativo,54110005,5,54,54160000,-16.59250,-42.91640,0.00
2146,UHE IRAPÉ RESERVATÓRIO 2,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BERILO-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54133000,5,54,54001000,-16.81190,-42.68330,0.00
2147,UHE IRAPÉ RESERVATÓRIO 1,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BERILO-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54138000,5,54,54001000,-16.73360,-42.58610,520.00
2148,UHE IRAPÉ BARRAMENTO,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,GRÃO MOGOL-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54140000,5,54,54001000,-16.73580,-42.57310,0.00
2149,UHE IRAPÉ JUSANTE,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,GRÃO MOGOL-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54150001,5,54,54001000,-16.67810,-42.48670,318.00
2150,AÇUDE BANANAL,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,SALINAS-MG,RIBEIRÃO BANANAL,RHN,Ativo,54166900,5,54,54166000,-16.08780,-42.05720,600.00
2151,AÇUDE BANANAL,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,SALINAS-MG,RIBEIRÃO BANANAL,Açudes Semiárido,Ativo,54166900,5,54,54166000,-16.08780,-42.05720,600.00
2152,AÇUDE RIO SALINAS,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,SALINAS-MG,RIO SALINAS,Açudes Semiárido,Ativo,54185000,5,54,54190000,-16.11440,-42.28220,0.00
2153,BARRA DO SALINAS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VIRGEM DA LAPA-MG,RIO JEQUITINHONHA,CotaOnline,Ativo,54195000,5,54,54001000,-16.61750,-42.30970,350.00
2154,UHE ITAPEBI MONTANTE 5,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,CORONEL MURTA-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54200500,5,54,54001000,-16.63530,-42.20140,291.00
2155,ARAÇUAÍ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ARAÇUAÍ-MG,RIO ARAÇUAÍ,RHN,Ativo,54500000,5,54,54200000,-16.85030,-42.06310,270.00
2156,UHE ITAPEBI ARAÇUAÍ,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,ARAÇUAÍ-MG,RIO ARAÇUAÍ,Setor Elétrico,Ativo,54502000,5,54,54200000,-16.85140,-42.07810,283.00
2157,UHE ITAPEBI MONTANTE 4,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,ARAÇUAÍ-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54530800,5,54,54001000,-16.75970,-42.00000,274.00
2158,UHE ITAPEBI MONTANTE 3,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,JEQUITINHONHA-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54710500,5,54,54001000,-16.42720,-41.01310,206.00
2159,FAZENDA BOA SORTE JUSANTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,JOAIMA-MG,RIO SÃO MIGUEL,RHN,Ativo,54730005,5,54,54363000,-16.62220,-41.02810,300.00
2160,UHE ITAPEBI MONTANTE 1,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,SALTO DA DIVISA-MG,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54790000,5,54,54001000,-16.08000,-40.05250,136.00
2161,AÇUDE SOBERBO,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,PEDRA AZUL-MG,RIBEIRÃO SOBERBO,Açudes Semiárido,Ativo,54860000,5,54,54155000,-15.85390,-41.28080,0.00
