,NomeEstacao,Operadora,Responsavel,Municipio-UF,NomeRio,Origem,StatusEstacao,CodEstacao,Bacia,SubBacia,CodRio,Latitude,Longitude,Altitude
3509,UHE TIBAGI MONTANTE JUSANTE,01053 - TIBAGI - Tibagi Energia SPE S.A.,01053 - TIBAGI - Tibagi Energia SPE S.A.,TIBAGI-PR,RIO TIBAJI,Setor Elétrico,Ativo,64469850,6,64,64160000,-24.52750,-50.40720,710.00
3510,PCH CASTRO MONTANTE 2,01051 - CASTRO ENERGIA - Castro Energia Ltda.,01051 - CASTRO ENERGIA - Castro Energia Ltda.,CASTRO-PR,RIO IAPÓ,Setor Elétrico,Ativo,64474800,6,64,64161500,-24.78220,-50.01750,980.00
3511,PCH CASTRO MONTANTE 1,01051 - CASTRO ENERGIA - Castro Energia Ltda.,01051 - CASTRO ENERGIA - Castro Energia Ltda.,CASTRO-PR,RIO IAPÓ,Setor Elétrico,Ativo,64477000,6,64,64161500,-24.75060,-50.08810,979.00
3512,PCH CASTRO BARRAMENTO,01051 - CASTRO ENERGIA - Castro Energia Ltda.,01051 - CASTRO ENERGIA - Castro Energia Ltda.,CASTRO-PR,RIO IAPÓ,Setor Elétrico,Ativo,64478100,6,64,64161500,-24.73640,-50.11890,974.00
3513,PCH CASTRO JUSANTE,01051 - CASTRO ENERGIA - Castro Energia Ltda.,01051 - CASTRO ENERGIA - Castro Energia Ltda.,CASTRO-PR,RIO IAPÓ,Setor Elétrico,Ativo,64478150,6,64,64161500,-24.72780,-50.12110,968.00
3514,PCH PULO BARRAMENTO,01072 - PULO - Hidrelétrica Pulo Ltda.,01072 - PULO - Hidrelétrica Pulo Ltda.,CASTRO-PR,RIO IAPÓ,Setor Elétrico,Ativo,64478200,6,64,64161500,-24.72110,-50.13470,970.00
3515,PCH PULO JUSANTE,01072 - PULO - Hidrelétrica Pulo Ltda.,01072 - PULO - Hidrelétrica Pulo Ltda.,CASTRO-PR,RIO IAPÓ,Setor Elétrico,Ativo,64480030,6,64,64161500,-24.71420,-50.14190,945.00
3516,UHE GOV. JAYME CANET JUNIOR MANZANILHA MONTANTE,00437 - CONS.CECS - Consórcio Energético Cruzeiro do Sul,00437 - CONS.CECS - Consórcio Energético Cruzeiro do Sul,TIBAGI-PR,RIO IAPÓ,Setor Elétrico,Ativo,64480995,6,64,64161500,-24.48750,-50.36220,709.00
3517,UHE CAPIVARA TELÊMACO BORBA,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,TELÊMACO BORBA-PR,RIO TIBAJI,Setor Elétrico,Ativo,64482000,6,64,64160000,-24.36030,-50.59390,637.03
3518,UHE GOV. JAYME CANET JUNIOR BARRAMENTO,00437 - CONS.CECS - Consórcio Energético Cruzeiro do Sul,00437 - CONS.CECS - Consórcio Energético Cruzeiro do Sul,TELÊMACO BORBA-PR,RIO TIBAJI,Setor Elétrico,Ativo,64489000,6,64,64160000,-24.06330,-50.70140,0.00
3519,PCH SALTO MAUÁ JUSANTE,00043 - KLABIN - Klabin S.A,00043 - KLABIN - Klabin S.A,ORTIGUEIRA-PR,RIO TIBAJI,Setor Elétrico,Ativo,64490800,6,64,64160000,-24.04500,-50.71280,0.00
3520,UHE GOV. JAYME CANET JUNIOR RIB. DAS ANTAS JUSANTE,00437 - CONS.CECS - Consórcio Energético Cruzeiro do Sul,00437 - CONS.CECS - Consórcio Energético Cruzeiro do Sul,CURIÚVA-PR,RIO TIBAJI,Setor Elétrico,Ativo,64491000,6,64,64160000,-24.03220,-50.69250,512.00
3521,PCH APUCARANINHA MONTANTE 1,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,TAMARANA-PR,RIO APUCARANINHA,Setor Elétrico,Ativo,64494000,6,64,64162380,-23.73060,-51.03780,0.00
3522,PCH APUCARANINHA RESERVATÓRIO FIU,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,LONDRINA-PR,RIO APUCARANINHA,Setor Elétrico,Ativo,64497000,6,64,64162380,-23.74890,-50.94060,0.00
3523,PCH APUCARANINHA BARRAMENTO,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,TAMARANA-PR,RIO APUCARANINHA,Setor Elétrico,Ativo,64497010,6,64,64162380,-23.74940,-50.90810,652.00
3524,PORTO LONDRINA,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,LONDRINA-PR,RIO TIBAJI,RHN,Ativo,64501000,6,64,64160000,-23.63720,-50.92330,400.00
3525,CEBOLÃO,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,LONDRINA-PR,RIO TIBAJI,RHN,Ativo,64504210,6,64,64160000,-23.46530,-51.30940,390.00
3526,CHACARA ANA CLAÚDIA,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,JATAIZINHO-PR,RIO TIBAJI,RHN,Ativo,64506000,6,64,64160000,-23.31190,-50.99530,346.00
3527,UHE CAPIVARA JATAIZINHO,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,JATAIZINHO-PR,RIO TIBAJI,Setor Elétrico,Ativo,64507000,6,64,64160000,-23.24970,-50.98390,335.95
3528,PONTE PRETA,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,CORNÉLIO PROCÓPIO-PR,RIO CONGONHAS,RHN,Ativo,64508500,6,64,64162900,-23.17000,-50.78810,370.00
3529,UHE CAPIVARA RESERVATÓRIO 1,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,ALVORADA DO SUL-PR,RIO PARANAPANEMA,Setor Elétrico,Ativo,64514600,6,64,64100000,-22.75390,-51.21780,332.00
3530,FAZENDA SANTO ANTÔNIO,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,FLORESTÓPOLIS-PR,RIBEIRÃO VERMELHO,RHN,Ativo,64515920,6,64,64130220,-22.94080,-51.32440,350.00
3531,UHE CAPIVARA BARRAMENTO,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,PORECATU-PR,RIO PARANAPANEMA,Setor Elétrico,Ativo,64516080,6,64,64100000,-22.66280,-51.35940,338.00
3532,UHE TAQUARUÇU RESERVATÓRIO 3,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,LUPIONÓPOLIS-PR,RIO PARANAPANEMA,Setor Elétrico,Ativo,64535020,6,64,64100000,-22.65750,-51.62940,277.00
3533,UHE TAQUARUÇU RESERVATÓRIO 2,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,SANTO INÁCIO-PR,RIO PARANAPANEMA,Setor Elétrico,Ativo,64535040,6,64,64100000,-22.63060,-51.73720,273.00
3534,UHE TAQUARUÇU RESERVATÓRIO 1,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,SANTA INÊS-PR,RIO PARANAPANEMA,Setor Elétrico,Ativo,64535060,6,64,64100000,-22.62720,-54.87750,273.00
3535,UHE TAQUARUÇU BARRAMENTO,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,TEODORO SAMPAIO-SP,RIO PARANAPANEMA,Setor Elétrico,Ativo,64535080,6,64,64100000,-22.54060,-52.00030,287.00
3536,MARINGÁ MTE. ETA SANEPAR,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,MARINGÁ-PR,RIBEIRÃO PIRAPÓ,RHN,Ativo,64541000,6,64,64171800,-23.32580,-51.84500,400.00
3537,PCH SALTO BANDEIRANTES MONTANTE 2,00815 - SANTAFÉ - Santa Fé Energética Ltda.,00815 - SANTAFÉ - Santa Fé Energética Ltda.,SANTA FÉ-PR,RIO BANDEIRANTES DO NORTE,Setor Elétrico,Ativo,64545840,6,64,64171850,-23.12390,-51.59170,428.00
3538,PCH SALTO BANDEIRANTES MONTANTE 1,00815 - SANTAFÉ - Santa Fé Energética Ltda.,00815 - SANTAFÉ - Santa Fé Energética Ltda.,SANTA FÉ-PR,RIO BANDEIRANTES DO NORTE,Setor Elétrico,Ativo,64545860,6,64,64171850,-23.09810,-51.63780,420.00
3539,SANTA FÉ,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,SANTA FÉ-PR,RIO BANDEIRANTES DO NORTE,RHN,Ativo,64546900,6,64,64171850,-23.03360,-51.75310,375.00
3540,PCH SALTO BANDEIRANTES BARRAMENTO,00815 - SANTAFÉ - Santa Fé Energética Ltda.,00815 - SANTAFÉ - Santa Fé Energética Ltda.,SANTA FÉ-PR,RIO BANDEIRANTES DO NORTE,Setor Elétrico,Ativo,64547500,6,64,64171850,-22.98640,-51.82220,371.00
3541,PCH SALTO BANDEIRANTES JUSANTE,00815 - SANTAFÉ - Santa Fé Energética Ltda.,00815 - SANTAFÉ - Santa Fé Energética Ltda.,SANTA FÉ-PR,RIO BANDEIRANTES DO NORTE,Setor Elétrico,Ativo,64547600,6,64,64171850,-22.97810,-51.83280,358.00
3542,UHE ROSANA ITAGUAJÉ,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,ITAGUAJÉ-PR,RIBEIRÃO PIRAPÓ,Setor Elétrico,Ativo,64560000,6,64,64171800,-22.61060,-52.00170,259.49
3543,UHE ROSANA PIRAPOZINHO,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,TEODORO SAMPAIO-SP,RIBEIRÃO PIRAPOZINHO,Setor Elétrico,Ativo,64562000,6,64,64171700,-22.52500,-52.02890,272.00
3544,UHE ROSANA RESERVATÓRIO 2 MONTANTE,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,TEODORO SAMPAIO-SP,RIO PARANAPANEMA,Setor Elétrico,Ativo,64562500,6,64,64100000,-22.55750,-52.14970,0.00
3545,UHE ROSANA RESERVATÓRIO 3 PARQUE,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,TEODORO SAMPAIO-SP,RIO PARANAPANEMA,Setor Elétrico,Ativo,64563000,6,64,64100000,-22.67220,-52.22560,0.00
3546,UHE ROSANA RESERVATÓRIO 1 EUCLIDES,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,EUCLIDES DA CUNHA PAULISTA-SP,RIO PARANAPANEMA,Setor Elétrico,Ativo,64563500,6,64,64100000,-22.56690,-52.59390,0.00
3547,RODOVIA PR-470,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,SANTO ANTÔNIO DO CAIUÁ-PR,RIBEIRÃO DO DIABO,RHN,Ativo,64565500,6,64,64172150,-22.72310,-52.27860,268.00
3548,UHE ROSANA BARRAMENTO,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,ROSANA-SP,RIO PARANAPANEMA,Setor Elétrico,Ativo,64571080,6,64,64100000,-22.60420,-52.87530,261.00
3549,UHE ITAIPU PORTO SÃO JOSÉ,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,SÃO PEDRO DO PARANÁ-PR,RIO PARANÁ,Setor Elétrico,Ativo,64575000,6,64,60001000,-22.71810,-53.17670,232.00
3550,UHE ROSANA PORTO SÃO JOSÉ,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,00131 - PARANAPANEMA - Rio Paranapanema Energia S.A,NOVA LONDRINA-PR,RIO PARANÁ,Setor Elétrico,Ativo,64575001,6,64,60001000,-22.71830,-53.17670,235.00
3551,PORTO SÃO JOSÉ - JUSANTE,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,SÃO PEDRO DO PARANÁ-PR,RIO PARANÁ,CotaOnline,Manutenção,64575003,6,64,60001000,-22.71306,-53.17278,232.00
3552,PORTO QUERÊNCIA,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,QUERÊNCIA DO NORTE-PR,RIO PARANÁ,RHN,Ativo,64580010,6,64,60001000,-22.96670,-53.60280,0.00
3553,BRILHANTE,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,RIO BRILHANTE-MS,RIO BRILHANTE,RHN,Ativo,64604900,6,64,64210100,-21.89830,-54.02000,0.00
3554,DOURADOS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,DOURADOS-MS,RIO DOURADOS,CotaOnline,Ativo,64609000,6,64,64211700,-22.39810,-54.79190,348.00
3555,PORTO WILMA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,DEODÁPOLIS-MS,RIO DOURADOS,CotaOnline,Ativo,64610000,6,64,64211700,-22.06860,-54.22920,283.00
3556,UHE ITAIPU IVINHEMA,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,IVINHEMA-MS,RIO IVINHEIMA,Setor Elétrico,Ativo,64617000,6,64,64210000,-22.38250,-53.52860,243.00
3557,UHE ITAIPU CAIUÁ,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,NAVIRAI-MS,RIO PARANÁ,Setor Elétrico,Ativo,64618500,6,64,60001000,-23.26690,-53.71280,227.00
3558,PCH DOIS SALTOS MONTANTE,01036 - DOIS SALTOS - Dois Saltos Empreendimentos de Geração de Ene...,01036 - DOIS SALTOS - Dois Saltos Empreendimentos de Geração de Ene...,PRUDENTÓPOLIS-PR,RIO DOS PATOS,Setor Elétrico,Ativo,64618700,6,64,64300100,-25.34500,-50.96890,754.00
3559,PRUDENTÓPOLIS CAPT. SANEPAR,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,PRUDENTÓPOLIS-PR,RIO DOS PATOS,RHN,Ativo,64619000,6,64,64300100,-25.23720,-50.96080,747.00
3560,PCH DOIS SALTOS BARRAMENTO,01036 - DOIS SALTOS - Dois Saltos Empreendimentos de Geração de Ene...,01036 - DOIS SALTOS - Dois Saltos Empreendimentos de Geração de Ene...,PRUDENTÓPOLIS-PR,RIO DOS PATOS,Setor Elétrico,Ativo,64620005,6,64,64300100,-25.17610,-50.94080,706.00
3561,PCH DOIS SALTOS JUSANTE,01036 - DOIS SALTOS - Dois Saltos Empreendimentos de Geração de Ene...,01036 - DOIS SALTOS - Dois Saltos Empreendimentos de Geração de Ene...,PRUDENTÓPOLIS-PR,RIO DOS PATOS,Setor Elétrico,Ativo,64620500,6,64,64300100,-25.15670,-50.94940,638.00
3562,PCH BOA VISTA II,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,TURVO-PR,RIO MARRECAS,RHN,Ativo,64630000,6,64,64300810,-24.91670,-51.41670,590.00
3563,PCH BOA VISTA II BARRAMENTO,01064 - PCH BV II - PCH BV II - Geração de Energia S.A.,01064 - PCH BV II - PCH BV II - Geração de Energia S.A.,TURVO-PR,RIO MARRECAS,Setor Elétrico,Ativo,64630050,6,64,64300810,-24.94080,-51.38440,850.00
3564,PCH BOA VISTA II JUSANTE,01064 - PCH BV II - PCH BV II - Geração de Energia S.A.,01064 - PCH BV II - PCH BV II - Geração de Energia S.A.,TURVO-PR,RIO MARRECAS,Setor Elétrico,Ativo,64630100,6,64,64300810,-24.92190,-51.39970,840.00
3565,CGH CACHOEIRA MONTANTE,01213 - JANUÁRIO - Januário de Napoli Geração de Energia S.A.,01213 - JANUÁRIO - Januário de Napoli Geração de Energia S.A.,TURVO-PR,RIO CACHOEIRA,Setor Elétrico,Ativo,64630500,6,64,64300815,-24.94390,-51.42250,830.00
3566,CGH CACHOEIRA BARRAMENTO,01213 - JANUÁRIO - Januário de Napoli Geração de Energia S.A.,01213 - JANUÁRIO - Januário de Napoli Geração de Energia S.A.,TURVO-PR,RIO CACHOEIRA,Setor Elétrico,Ativo,64630600,6,64,64300815,-24.93330,-51.43280,850.00
3567,PCH PEDRINHO I BARRAMENTO,00257 - RIO PEDRINHO - Energética Rio Pedrinho S.A.,00257 - RIO PEDRINHO - Energética Rio Pedrinho S.A.,BOA VENTURA DE SÃO ROQUE-PR,R.BONITO OU PEDRINHO,Setor Elétrico,Ativo,64631800,6,64,64300900,-24.78780,-51.43080,0.00
3568,PCH PEDRINHO I JUSANTE,00257 - RIO PEDRINHO - Energética Rio Pedrinho S.A.,00257 - RIO PEDRINHO - Energética Rio Pedrinho S.A.,BOA VENTURA DE SÃO ROQUE-PR,R.BONITO OU PEDRINHO,Setor Elétrico,Ativo,64632000,6,64,64300900,-24.77690,-51.42890,542.00
3569,PCH ITAGUAÇU BARRAMENTO,00574 - ITAGUAÇU - Itaguaçu Energia S.A,00574 - ITAGUAÇU - Itaguaçu Energia S.A,PITANGA-PR,RIO PITANGA,Setor Elétrico,Ativo,64633000,6,64,64301000,-24.69420,-51.51940,538.00
3570,PCH ITAGUAÇU JUSANTE,00574 - ITAGUAÇU - Itaguaçu Energia S.A,00574 - ITAGUAÇU - Itaguaçu Energia S.A,PITANGA-PR,RIO PITANGA,Setor Elétrico,Ativo,64633050,6,64,64301000,-24.68940,-51.51810,478.00
3571,CGH CRISTALINO JUSANTE,00300 - CRISTALINO - Cristalino Energia Ltda.,00300 - CRISTALINO - Cristalino Energia Ltda.,MANOEL RIBAS-PR,RIO BARRA PRETA,Setor Elétrico,Ativo,64638000,6,64,64301300,-24.57360,-51.55720,623.00
3572,PORTO ESPANHOL,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,GRANDES RIOS-PR,RIO IVAÍ,RHN,Manutenção,64645000,6,64,64300000,-24.34190,-51.42440,413.00
3573,PCH MOURÃO I MONTANTE,01066 - MOURÃO - Enel Green Power Mourão S.A.,01066 - MOURÃO - Enel Green Power Mourão S.A.,CAMPO MOURÃO-PR,RIO MOURÃO,Setor Elétrico,Ativo,64670005,6,64,64320500,-24.20670,-52.38250,612.53
3574,PCH MOURÃO I  BARRAMENTO,01066 - MOURÃO - Enel Green Power Mourão S.A.,01066 - MOURÃO - Enel Green Power Mourão S.A.,CAMPO MOURÃO-PR,RIO MOURÃO,Setor Elétrico,Ativo,64670011,6,64,64320500,-24.10470,-52.32830,612.00
3575,PCH SALTO NATAL BARRAMENTO,00796 - SALTO NATAL - Energética Salto Natal S.A.,00796 - SALTO NATAL - Energética Salto Natal S.A.,CAMPO MOURÃO-PR,RIO MOURÃO,Setor Elétrico,Ativo,64671500,6,64,64320500,-24.08640,-52.30080,514.50
3576,PCH SALTO NATAL JUSANTE,00796 - SALTO NATAL - Energética Salto Natal S.A.,00796 - SALTO NATAL - Energética Salto Natal S.A.,CAMPO MOURÃO-PR,RIO MOURÃO,Setor Elétrico,Ativo,64671600,6,64,64320500,-24.05610,-52.29030,432.00
3577,PCH OURO BRANCO MONTANTE,01134 - OURO BRANCO - Central Hidrelétrica Ouro Branco Ltda.,01134 - OURO BRANCO - Central Hidrelétrica Ouro Branco Ltda.,PEABIRU-PR,RIO MOURÃO,Setor Elétrico,Ativo,64672050,6,64,64320500,-24.01390,-52.24920,394.00
3578,PCH OURO BRANCO BARRAMENTO,01134 - OURO BRANCO - Central Hidrelétrica Ouro Branco Ltda.,01134 - OURO BRANCO - Central Hidrelétrica Ouro Branco Ltda.,PEABIRU-PR,RIO MOURÃO,Setor Elétrico,Ativo,64672100,6,64,64320500,-23.99470,-52.23170,382.00
3579,PORTO BANANEIRA,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,ENGENHEIRO BELTRÃO-PR,RIO IVAÍ,RHN,Ativo,64675002,6,64,64300000,-23.67470,-52.11720,520.00
3580,NOVO PORTO PARAÍSO DO NORTE,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,RONDON-PR,RIO IVAÍ,RHN,Ativo,64675100,6,64,64300000,-23.32110,-52.57970,0.00
3581,JAPURÁ - RIO DOS ÍNDIOS,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,JAPURÁ-PR,RIO DOS ÍNDIOS,RHN,Ativo,64682000,6,64,64321700,-23.44140,-52.60470,285.00
3582,UHE ITAIPU FLORIDA,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,CAARAPÓ-MS,RIO AMAMBAI,Setor Elétrico,Ativo,64715001,6,64,64420000,-22.97190,-54.56330,270.00
3583,PORTO SÃO DOMINGOS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PARANHOS-MS,RIO IGUATEMI,CotaOnline,Ativo,64723000,6,64,64440000,-23.64860,-55.38940,319.00
3584,UHE ITAIPU ESTRADA DO IGUATEMI,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,JAPORÃ-MS,RIO IGUATEMI,Setor Elétrico,Ativo,64725000,6,64,64440000,-23.73610,-54.53920,340.00
3585,PORTO CARRIEL,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,GUARANIAÇÚ-PR,RIO PIQUIRI,RHN,Ativo,64767000,6,64,64510000,-24.94670,-52.59640,380.00
3586,PEQUENO MUNDO,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,ALTAMIRA DO PARANÁ-PR,RIO PIQUIRI,RHN,Ativo,64771100,6,64,64510000,-24.83890,-52.79610,0.00
3587,PCH CANTU 2 MONTANTE,00610 - CANTU - Cantu Energética S.A,00610 - CANTU - Cantu Energética S.A,MATO RICO-PR,RIO CANTU,Setor Elétrico,Ativo,64773500,6,64,64510700,-24.72470,-52.39310,435.00
3588,PCH CANTU 2 RIO BRANCO,00610 - CANTU - Cantu Energética S.A,00610 - CANTU - Cantu Energética S.A,LARANJAL-PR,RIO BRANCO,Setor Elétrico,Ativo,64773750,6,64,64301500,-24.76440,-52.43080,421.00
3589,PCH CANTU 2 BARRAMENTO,00610 - CANTU - Cantu Energética S.A,00610 - CANTU - Cantu Energética S.A,NOVA CANTU-PR,RIO CANTU,Setor Elétrico,Ativo,64773880,6,64,64510700,-24.74780,-52.46810,415.00
3590,PCH CANTU 2 JUSANTE,00610 - CANTU - Cantu Energética S.A,00610 - CANTU - Cantu Energética S.A,NOVA CANTU-PR,RIO CANTU,Setor Elétrico,Ativo,64773890,6,64,64510700,-24.74360,-52.47530,373.00
3591,BALSA DO CANTU,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,ALTAMIRA DO PARANÁ-PR,RIO CANTU,CotaOnline,Ativo,64775000,6,64,64510700,-24.74860,-52.70280,360.00
3592,PONTE DO GOIO - BANG,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,CAMPINA DA LAGOA-PR,RIO GOIO BANG OU TRICOLOR,RHN,Ativo,64785000,6,64,64511000,-24.55440,-52.90140,320.00
3593,PCH ZECA GOLIM MONTANTE,01131 - AT&T - AT&T Energia S.A.,01131 - AT&T - AT&T Energia S.A.,ANAHY-PR,RIO SAPUCAIA,Setor Elétrico,Ativo,64790300,6,64,64511200,-24.63690,-53.10250,385.00
3594,PCH ZECA GOLIM BARRAMENTO,01131 - AT&T - AT&T Energia S.A.,01131 - AT&T - AT&T Energia S.A.,ANAHY-PR,RIO SAPUCAIA,Setor Elétrico,Ativo,64790400,6,64,64511200,-24.71580,-53.14610,346.00
3595,BALSA DO GOIO - ERE,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,MARILUZ-PR,RIO GOIO-ERE,CotaOnline,Manutenção,64810000,6,64,64511700,-23.91667,-53.13306,320.00
3596,FAZENDA UBERABA,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,MARILUZ-PR,RIO GOIO-ERE,RHN,Ativo,64815000,6,64,64511700,-24.13310,-53.31670,310.00
3597,UHE ITAIPU NOVO BALSA SANTA MARIA,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,PALOTINA-PR,RIO PIQUIRI,Setor Elétrico,Ativo,64831000,6,64,64510000,-24.19060,-53.74360,0.00
3598,IPORÃ,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,IPORÃ-PR,RIO XAMBRE,RHN,Ativo,64833000,6,64,64512800,-23.97140,-53.75250,260.00
3599,UHE ITAIPU GUAÍRA BRAÇO DIREITO,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,GUAÍRA-PR,RIO PARANÁ,Setor Elétrico,Ativo,64838000,6,64,60001000,-24.04250,-54.23420,0.00
3600,UHE ITAIPU PUERTO SALTO DEL GUAÍRA,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,PARAGUAI-PG,RIO PARANÁ,Setor Elétrico,Ativo,64846500,6,64,60001000,-24.06440,-54.29750,219.00
3601,UHE ITAIPU PUERTO CAPITÁN ORTIZ,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,PARAGUAI-PG,RIO PARANÁ,Setor Elétrico,Ativo,64847000,6,64,60001000,-24.27720,-54.29830,220.00
3602,NOVO TRÊS PASSOS,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,MARECHAL CÂNDIDO RONDON-PR,ARROIO GUAÇU,RHN,Ativo,64849000,6,64,64520100,-24.39390,-54.13830,550.00
3603,ARROIO GUAÇU,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,MERCEDES-PR,ARROIO GUAÇU,RHN,Ativo,64849010,6,64,64520100,-24.39110,-54.14920,0.00
3604,PCH MOINHO MONTANTE,01117 - CERCAR - Cercar PCH Moinho S.A.,01117 - CERCAR - Cercar PCH Moinho S.A.,MARECHAL CÂNDIDO RONDON-PR,ARROIO GUAÇU,Setor Elétrico,Ativo,64850050,6,64,64520100,-24.47170,-53.99860,314.00
3605,PCH MOINHO BARRAMENTO,01117 - CERCAR - Cercar PCH Moinho S.A.,01117 - CERCAR - Cercar PCH Moinho S.A.,MARECHAL CÂNDIDO RONDON-PR,ARROIO GUAÇU,Setor Elétrico,Ativo,64850100,6,64,64520100,-24.41920,-54.02860,290.00
3606,PCH MOINHO JUSANTE,01117 - CERCAR - Cercar PCH Moinho S.A.,01117 - CERCAR - Cercar PCH Moinho S.A.,MARECHAL CÂNDIDO RONDON-PR,ARROIO GUAÇU,Setor Elétrico,Ativo,64850150,6,64,64520100,-24.42030,-54.03670,282.00
